ril_gen,ril,gen,ht_ctrl,ht_t,spad_ctrl,spad_t,rwc_ctrl,rwc_t,agb_ctrl,agb_t,bgb_ctrl,bgb_t,lt_ctrl,lt_t
N165_F5,N165,F5,16.9,9.4,34.3,15,82.35294118,14.91712707,0.9586,0.2059,0.4428,0.0924,NA,NA
N166_F5,N166,F5,12.1,9.5,20.9,21.4,109.3023256,14,0.6383,0.1723,0.4467,0.0669,NA,NA
N166_F5,N166,F5,15.3,9.7,27.6,10.8,91.09589041,6.451612903,0.9249,0.1817,0.5202,0.1368,NA,NA
N166_F5,N166,F5,14.9,7.5,26.4,15.4,77.77777778,107.4074074,0.9937,0.2686,0.5136,0.1105,NA,NA
N166_F5,N166,F5,15.1,10.4,28.5,22,90.76923077,42.1686747,1.0068,0.2203,0.4078,0.1134,NA,NA
N172_F5,N172,F5,15.4,10.2,31.1,NA,97.05882353,NA,0.5082,0.2198,0.118,0.0999,NA,NA
N172_F5,N172,F5,17.6,12,29.3,8.1,83.33333333,57.14285714,0.6132,0.2137,0.2429,0.1004,NA,NA
N172_F5,N172,F5,21.6,13.3,30.9,19.7,82.9787234,12.6984127,0.6069,0.0253,0.1692,0.0819,NA,NA
N172_F5,N172,F5,19.2,10.9,24.8,17.1,86.66666667,NA,0.7908,0.1479,0.2003,0.0821,NA,NA
N173_F5,N173,F5,12.4,9.9,31.7,24.6,102.2222222,13.58024691,0.7525,0.227,0.3764,0.115,NA,NA
N173_F5,N173,F5,11.2,10.5,21.5,20.6,98.0952381,13.36032389,0.5124,0.2782,0.2853,0.1527,NA,NA
N173_F5,N173,F5,12.8,10,30.6,NA,96.92307692,NA,0.5257,0.2493,0.1833,0.1432,NA,NA
N173_F5,N173,F5,11.5,9,28.4,23.7,93.33333333,19.44444444,0.7615,0.2365,0.413,0.1463,NA,NA
N174_F5,N174,F5,11.6,5.9,29.9,NA,95.65217391,NA,0.4993,0.2099,0.2385,0.1281,27.2,34.3
N174_F5,N174,F5,12.6,9.3,24.3,24.7,101.5873016,92,0.4685,0.1911,0.1743,0.0804,32.2,34.7
N174_F5,N174,F5,11.6,7,34.8,18.8,90.56603774,88.31168831,0.5831,0.1429,0.2771,0.0619,NA,NA
N174_F5,N174,F5,9.2,8.9,34.4,22.7,92.85714286,20,0.6113,0.1929,0.2801,0.1221,NA,NA
N179_F5,N179,F5,12.3,6.9,28.6,16.6,94.82758621,103.4482759,0.3517,0.0832,0.1214,0.0761,30.5,32.5
N179_F5,N179,F5,11.6,12.5,24.8,23.1,92.59259259,77.77777778,0.5749,0.1054,0.2388,0.1104,31.6,33.7
N179_F5,N179,F5,12.5,6,20,16,91.20879121,96.2962963,0.3769,0.2759,0.2483,0.2609,NA,NA
N179_F5,N179,F5,14.9,10.8,29.2,NA,96.63865546,NA,0.4284,0.1783,0.2237,0.1463,NA,NA
N180_F5,N180,F5,9.2,7.4,26.4,24.2,93.22033898,102.5,0.5731,0.1685,0.2024,0.1502,33.1,34.5
N180_F5,N180,F5,12.9,7.7,26.1,14.6,90.90909091,95,0.5382,0.1604,0.1979,0.1256,31.6,34.3
N180_F5,N180,F5,11.9,9.6,31.5,23.4,85.41666667,13.30275229,0.5492,0.1319,0.2126,0.0641,NA,NA
N180_F5,N180,F5,13.3,8.5,30.4,28.4,90.19607843,96.2962963,0.2835,0.1466,0.1334,0.1087,NA,NA
N182_F5,N182,F5,10.8,10,27.2,38.9,86.84210526,26.25,0.5489,0.2527,0.1877,0.1111,NA,NA
N182_F5,N182,F5,14.4,5.4,27,NA,93.75,NA,0.3765,0.2205,0.3349,0.1047,NA,NA
N182_F5,N182,F5,12.4,9,30.1,NA,98.18181818,NA,0.3515,0.2024,0.0621,0.0837,NA,NA
N182_F5,N182,F5,13.9,11.7,23.6,24.4,98.92473118,32.53012048,0.6619,0.2048,0.2479,0.0749,NA,NA
N183_F5,N183,F5,12.4,8.6,33.7,20.7,87.5,78.94736842,0.6009,0.2613,0.2488,0.0958,NA,NA
N183_F5,N183,F5,14.8,8.6,31.4,NA,91.08910891,NA,0.9352,0.2312,0.4544,0.1302,NA,NA
N183_F5,N183,F5,11.8,10.8,34,NA,111.5384615,NA,0.6927,0.2523,0.2641,0.0953,NA,NA
N183_F5,N183,F5,13.2,10,32.5,NA,88,NA,0.6411,0.2461,0.2279,0.0998,NA,NA
N25_F5,N25,F5,11.8,7.6,34.8,27.8,108.3333333,51.42857143,0.4312,0.1819,0.099,0.1062,33.7,35.2
N25_F5,N25,F5,11.5,9.3,27.5,33.3,83.72093023,48.23529412,0.645,0.1881,0.2071,0.0952,30.3,35.6
N25_F5,N25,F5,15.7,10.7,31.9,33.7,86.56716418,54.23728814,0.5907,0.2139,0.1454,0.0751,NA,NA
N25_F5,N25,F5,14.6,6,33.2,23.6,90.90909091,79.54545455,0.5723,0.231,0.2722,0.0675,NA,NA
N27_F5,N27,F5,13,8.9,28.3,12.9,93.33333333,51.13636364,0.7487,0.2249,0.3075,0.2352,33.1,38.2
N27_F5,N27,F5,15.9,8.3,27.1,NA,80.6122449,NA,0.3905,0.1955,0.1719,0.0676,31.5,34.2
N27_F5,N27,F5,13.5,11.2,30.7,NA,97.87234043,NA,0.8258,0.1519,0.4329,0.0786,NA,NA
N27_F5,N27,F5,14.4,10.1,29.3,19.4,82.60869565,85.71428571,0.8622,0.1444,0.3064,0.1007,NA,NA
N3_F5,N3,F5,13.9,9.1,24.7,19.4,94.30894309,15.90909091,0.8377,0.1731,0.3079,0.1295,32.1,33.2
N3_F5,N3,F5,17.2,10.1,29.5,22.1,86.04651163,94.11764706,0.5783,0.2662,0.2962,0.1391,30.7,36.4
N3_F5,N3,F5,17.2,9,27.3,20.8,91.52542373,76.36363636,0.6924,0.1606,0.2707,0.1653,NA,NA
N3_F5,N3,F5,15.3,9.7,29.3,NA,83.33333333,NA,0.8676,0.2489,0.3396,0.1606,NA,NA
N30_F5,N30,F5,11.1,5.8,24.1,15.1,81.25,37.87878788,0.424,0.1393,0.2219,0.0819,NA,NA
N30_F5,N30,F5,10.6,8,26.4,17.6,82,11.32075472,0.6301,0.1624,0.3093,0.1326,NA,NA
N30_F5,N30,F5,13,5.9,28.3,25.3,91.76470588,56.25,0.474,0.1342,0.2643,0.0702,NA,NA
N30_F5,N30,F5,12.4,8.7,28.8,23.9,81.53846154,68.57142857,0.6877,0.1344,0.2199,0.0978,NA,NA
N33_F5,N33,F5,14,6.8,27,NA,76.19047619,NA,0.7843,0.2123,0.2257,0.1323,NA,NA
N33_F5,N33,F5,13.8,9.1,26.2,20.9,94.36619718,15.09433962,0.7054,0.2332,0.2108,0.1039,NA,NA
N33_F5,N33,F5,15.2,9.2,26.6,42.3,90.90909091,15.81632653,0.4034,0.3158,0.3046,0.1046,NA,NA
N33_F5,N33,F5,15.4,7.5,30.8,19.8,96.42857143,100,0.8544,0.2877,0.4465,0.1154,NA,NA
N35_F5,N35,F5,9.1,9.8,29.2,NA,100,NA,0.8186,0.1804,0.3952,0.0713,NA,NA
N35_F5,N35,F5,10.1,8,30,20.5,100,72.72727273,0.7506,0.2381,0.2968,0.0935,NA,NA
N35_F5,N35,F5,11.4,8,27.7,NA,92.59259259,NA,0.5516,0.1847,0.3717,0.1133,NA,NA
N35_F5,N35,F5,11.5,8,29.1,22.9,85.13513514,41.02564103,0.4201,0.1551,0.1224,0.0579,NA,NA
N39_F5,N39,F5,11.1,6.1,27.3,21.4,118.1818182,58.33333333,0.4633,0.0613,0.1029,0.0404,31.3,31.2
N39_F5,N39,F5,12.9,5,27.6,18.3,96.47058824,99.27007299,0.2614,0.2041,0.1122,0.1407,31.7,35.7
N39_F5,N39,F5,10.3,6.9,23.4,25.3,87.09677419,96.49122807,0.2861,0.0946,0.0778,0.0911,NA,NA
N39_F5,N39,F5,10.4,5.7,29,24.2,100,83.63636364,0.4019,0.1321,0.0985,0.0838,NA,NA
N4_F5,N4,F5,9.3,8.7,21.3,25,93.61702128,102.2727273,0.8545,0.2436,0.3566,0.0996,NA,NA
N4_F5,N4,F5,11,9.1,26.4,11.8,97.91666667,36.84210526,0.4725,0.2149,0.1593,0.084,NA,NA
N4_F5,N4,F5,9.1,7.6,25.8,21.3,NA,36.60714286,0.7073,0.2478,0.3111,0.0624,NA,NA
N4_F5,N4,F5,11.5,8.5,31.4,NA,97.77777778,NA,0.5206,0.1911,0.154,0.0598,NA,NA
N41_F5,N41,F5,15.2,9.6,29.8,13.4,108.3333333,14.50381679,0.5299,0.1618,0.2965,0.0903,NA,NA
N41_F5,N41,F5,14.1,9.6,26.1,NA,96.49122807,NA,0.4229,0.2021,0.4071,0.1074,NA,NA
N41_F5,N41,F5,12.2,8.4,26.4,NA,100,NA,0.5832,0.1508,0.5285,0.1015,NA,NA
N41_F5,N41,F5,10.1,10,32.2,NA,90.24390244,NA,0.4895,0.1762,0.1913,0.1114,NA,NA
N43_F5,N43,F5,10.2,8.1,28.2,16.6,109.0909091,40.74074074,0.4834,0.1484,0.4505,0.0921,33,33
N43_F5,N43,F5,13.5,8.3,24.3,NA,95.91836735,NA,0.6608,0.1712,0.2372,0.0736,31.4,34.1
N43_F5,N43,F5,14,9.2,24.5,21.3,96.77419355,100,0.6114,0.1313,0.2914,0.0591,NA,NA
N43_F5,N43,F5,14.3,7,29.7,24.6,87.75510204,25.78125,0.6024,0.1512,0.2646,0.0669,NA,NA
N48_F5,N48,F5,11,8.3,30.6,27.1,100,12.71186441,0.5513,0.2449,0.3778,0.1231,32.2,33
N48_F5,N48,F5,11.5,8.6,29.2,17.1,95.58823529,104.1666667,0.8185,0.2172,0.2534,0.0805,29.7,34.7
N48_F5,N48,F5,13.6,10.5,30.3,27.2,89.55223881,67.34693878,0.3528,0.2197,0.1604,0.1014,NA,NA
N48_F5,N48,F5,13.5,8.9,30.4,NA,98.33333333,NA,0.8349,0.2801,0.2416,0.1702,NA,NA
N5_F5,N5,F5,12,7.1,34.7,27,95.38461538,23.07692308,0.5913,0.1465,0.2764,0.1204,32.7,32.7
N5_F5,N5,F5,12.3,9.1,31.4,24.6,91.42857143,90.90909091,0.3784,0.2304,0.1467,0.0712,30.1,34.2
N5_F5,N5,F5,11,7.4,32.3,49.2,86.44067797,45.16129032,0.3832,0.1147,0.1597,0.0561,NA,NA
N5_F5,N5,F5,11.4,11,32.7,NA,91.94312796,NA,0.3049,0.1892,0.1041,0.1514,NA,NA
N53_F5,N53,F5,16,9.2,30,22.8,86.36363636,32.29166667,0.7552,0.2026,0.2134,0.1094,NA,NA
N53_F5,N53,F5,13.9,9.5,26.6,NA,97.61904762,NA,0.574,0.1579,0.2197,0.0841,NA,NA
N53_F5,N53,F5,17.5,10.7,31.7,29.5,97.10144928,43.33333333,1.0906,0.2317,0.2925,0.0822,NA,NA
N53_F5,N53,F5,16.6,10.9,21.8,10,91.11111111,23.07692308,0.7823,0.2055,0.3393,0.0671,NA,NA
N54_F5,N54,F5,12.6,7.3,25.6,9.9,102.173913,79.06976744,0.4556,0.1758,0.1424,0.0525,31.2,37.3
N54_F5,N54,F5,11.8,9.5,26.9,NA,10.9375,26.66666667,0.4381,0.1254,0.1057,0.1213,31.2,32.9
N54_F5,N54,F5,11.9,9.6,25.8,NA,96.49122807,NA,1.0209,0.2163,0.3028,0.0656,NA,NA
N54_F5,N54,F5,14.5,6.9,31.2,26,87.87878788,65.51724138,0.4112,0.1553,0.0376,0.0569,NA,NA
N59_F5,N59,F5,12.6,6.1,26.3,23.7,106.3829787,74.19354839,0.5019,0.1191,0.1823,0.0976,NA,NA
N59_F5,N59,F5,9.9,5.3,24.8,28.8,96,68.25396825,0.3276,0.1719,0.1612,0.0894,NA,NA
N59_F5,N59,F5,12.5,7.5,28.9,8.2,84.61538462,19.44444444,0.5688,0.1156,0.1927,0.0757,NA,NA
N59_F5,N59,F5,12.8,8.7,27.2,23.2,86.48648649,52.5,0.4882,0.1798,0.221,0.0961,NA,NA
N6_F4,N6,F4,12.3,7,30.5,11.2,92.59259259,71.42857143,0.3871,0.1822,0.1653,0.1006,32.2,34.3
N6_F4,N6,F4,12.7,9.1,25.2,21.8,90.24390244,64.17910448,0.5634,0.1252,0.2261,0.0937,27.7,33.9
N6_F4,N6,F4,16.8,8.9,33.1,36,92,72.4137931,0.4472,0.1472,0.1996,0.1106,NA,NA
N6_F4,N6,F4,16.1,5.5,32.6,14.6,95,100,0.5415,0.2061,0.1154,0.1297,NA,NA
N63_F5,N63,F5,13.8,8.9,32.3,22.7,113.6363636,12.28070175,0.4693,0.1566,0.2152,0.0869,NA,NA
N63_F5,N63,F5,10.9,9.1,19.9,21.2,91.30434783,98.33333333,0.6137,NA,0.2466,NA,NA,NA
N63_F5,N63,F5,12.8,10.6,29.1,9.8,95.83333333,52.38095238,0.4579,0.1732,0.1636,0.1527,NA,NA
N63_F5,N63,F5,15.2,9.2,27,8.8,99.13043478,23.74100719,0.6479,0.1546,0.2564,0.0582,NA,NA
N65_F5,N65,F5,13.6,10.1,26.8,NA,71.05263158,NA,0.6424,0.1529,0.1824,0.0643,NA,NA
N65_F5,N65,F5,11.8,8.3,26.9,NA,79.59183673,NA,0.5972,0.1843,0.2113,0.0764,NA,NA
N65_F5,N65,F5,13.1,8.1,24.1,19,90.56603774,17.72151899,0.5243,0.1544,0.3288,0.1122,NA,NA
N65_F5,N65,F5,11.4,8.1,31.3,19.7,81.3559322,90.38461538,0.395,0.1611,0.3738,0.1122,NA,NA
N67_F5,N67,F5,11,9.9,27.5,13.9,90.24390244,8.108108108,0.4439,0.1482,0.0807,0.0661,29.7,31.9
N67_F5,N67,F5,10.9,8.1,19.6,25.7,96.15384615,15.30612245,0.3252,0.1541,0.0714,0.0497,29.5,32
N67_F5,N67,F5,10,9.9,23,20.5,96.95431472,96.36363636,1.0271,0.0114,0.4176,0.0723,NA,NA
N67_F5,N67,F5,16,9.9,29.8,17.6,89.70588235,14.54545455,0.4177,0.1792,0.1571,0.1362,NA,NA
N68_F5,N68,F5,10.7,8.8,23.7,NA,108.5106383,NA,0.8391,0.0284,0.3221,0.0746,NA,NA
N68_F5,N68,F5,12.2,10.8,28.8,NA,93.69369369,NA,0.5532,0.0423,0.3711,0.0718,NA,NA
N68_F5,N68,F5,12.2,6,23.4,NA,90.76923077,NA,0.7062,NA,0.2777,NA,NA,NA
N68_F5,N68,F5,11.9,9.9,27.4,38.4,93.22033898,84.88372093,0.9297,0.252,0.4632,0.1265,NA,NA
N69_F4,N69,F4,15,7.9,29.4,NA,100,NA,0.9858,0.1818,0.3162,0.069,NA,NA
N69_F4,N69,F4,13.2,9.1,26.8,13.4,104.950495,52.87356322,0.5939,0.1923,0.2203,0.0625,NA,NA
N69_F4,N69,F4,16.1,9.8,31.2,NA,80,NA,0.5605,0.1896,0.2276,0.1098,NA,NA
N69_F4,N69,F4,11.9,10.2,29.4,7.7,88.88888889,34.69387755,0.5156,0.231,0.2744,0.0883,NA,NA
N7_F5,N7,F5,13.5,7.5,30.5,13.9,84,24.74226804,0.3544,0.1798,0.1175,0.0611,NA,NA
N7_F5,N7,F5,10.8,8.2,23.4,NA,96.96969697,NA,0.5515,0.132,0.2144,0.0511,NA,NA
N7_F5,N7,F5,7.3,8.8,24.7,NA,100,NA,0.4605,0.1714,0.2512,0.0855,NA,NA
N7_F5,N7,F5,13.5,7.5,31.3,14,86.44067797,23.65591398,0.8966,0.1788,0.3372,0.0813,NA,NA
N77_F4,N77,F4,16.1,8.7,32.2,8.5,59.09090909,59.79381443,0.7584,0.1769,0.3807,0.0759,NA,NA
N77_F4,N77,F4,15.4,10.8,29.2,31.7,91.66666667,11.29032258,0.694,0.2806,0.2865,0.1189,NA,NA
N77_F4,N77,F4,16.8,8.4,30.7,11.5,84.3373494,12.72727273,0.4494,0.1906,0.1364,0.0833,NA,NA
N77_F4,N77,F4,13.2,7.2,31.4,14.3,87.35632184,28.42105263,0.8876,0.1368,0.3329,0.0589,NA,NA
N79_F5,N79,F5,11.5,8.2,22.7,7.7,105.5555556,34.72222222,0.2289,0.1856,0.2291,0.0684,32.4,33.1
N79_F5,N79,F5,10.8,8.1,26.1,27.2,101.9417476,30.76923077,0.5995,0.194,0.4953,0.0519,30.6,32.3
N79_F5,N79,F5,13.6,7.9,24.2,14.5,90.19607843,103.4482759,0.3592,0.2267,0.3182,0.1501,NA,NA
N79_F5,N79,F5,11.9,8.4,23.9,14.1,100,97.05882353,0.6009,0.1446,0.2681,0.0921,NA,NA
N8_F5,N8,F5,16,8,31.1,NA,98.27586207,NA,0.7512,0.1925,0.3499,0.0698,NA,NA
N8_F5,N8,F5,12.7,11.2,28.2,24.4,92,97.87234043,0.8251,0.25,0.2479,0.1,NA,NA
N8_F5,N8,F5,15.3,9.4,29.7,NA,95,NA,0.4271,0.1633,0.1459,0.0411,NA,NA
N8_F5,N8,F5,16.5,11.9,32.5,NA,89.28571429,NA,0.7194,0.1677,0.2476,0.0918,NA,NA
N82_F5,N82,F5,11.3,6.4,21.5,20.8,94.33962264,22.22222222,0.5947,0.1574,0.2085,0.0814,32.2,34.2
N82_F5,N82,F5,9.4,6.5,30.7,29,92.07920792,71.42857143,0.4491,0.1523,0.1608,0.0834,29.5,36.1
N82_F5,N82,F5,11.6,6.9,31.1,19.7,96.96969697,98.24561404,0.4077,NA,0.1348,NA,NA,NA
N82_F5,N82,F5,10.1,8.4,28.2,27.9,94.44444444,28.57142857,0.5956,0.2029,0.1589,0.0648,NA,NA
N83_F5,N83,F5,11.9,8.7,24.5,17.7,95.91836735,23.4375,0.8022,0.2238,0.2416,0.0706,NA,NA
N83_F5,N83,F5,13.2,9,26.8,20.8,109.2105263,51.42857143,0.6824,0.1462,0.1956,0.0646,NA,NA
N83_F5,N83,F5,14.8,10.5,23.3,NA,91.11111111,NA,0.4734,0.2531,0.1131,0.0774,NA,NA
N83_F5,N83,F5,15.3,9.6,26.7,46.6,87.32394366,58,0.7263,0.1728,0.1806,0.1065,NA,NA
N85_F5,N85,F5,16.4,12,30.3,13.3,104.7619048,16.4556962,0.1156,0.1673,0.0301,0.0942,28.8,31.3
N85_F5,N85,F5,18.9,13.4,26,NA,100,NA,0.5122,0.2762,0.3924,0.0846,31.5,34.4
N85_F5,N85,F5,18.7,9.5,24.8,21.1,87.23404255,95.65217391,0.5336,0.1322,0.2196,0.1282,NA,NA
N85_F5,N85,F5,11.1,10,30.3,18.9,72.22222222,92.30769231,0.7327,0.1079,0.2733,0.1312,NA,NA
N86_F5,N86,F5,18.6,10.8,26.7,18.5,95.40229885,56.75675676,0.8081,0.2084,0.2476,0.0657,35.4,35.4
N86_F5,N86,F5,17.6,12.9,20.7,13.1,116.6666667,14.28571429,0.5552,0.1113,0.2387,0.0784,29.3,34.1
N86_F5,N86,F5,23,11.8,32.5,29.5,94.59459459,77.5,0.5772,0.2191,0.3979,0.0951,NA,NA
N86_F5,N86,F5,19.3,11.6,24.2,23.7,93.93939394,79.16666667,0.9789,0.1285,0.3468,0.1078,NA,NA
N88_F5,N88,F5,12.2,9.5,26,15.6,90,10.41666667,0.4781,0.1873,0.1571,0.0794,NA,NA
N88_F5,N88,F5,16,7.6,29.3,11.9,93.10344828,14.81481481,0.5666,0.2453,0.1739,0.1879,NA,NA
N88_F5,N88,F5,12.9,9.4,26.8,23,82.69230769,12.5,0.7019,0.1689,0.2549,0.0985,NA,NA
N88_F5,N88,F5,15.3,9.2,29.7,27.9,91.66666667,78.94736842,0.7184,NA,0.4033,NA,NA,NA
N88_F6,N88,F6,14.2,11.1,24.3,11.1,85.10638298,52.45901639,0.6624,0.1956,0.2712,0.1292,NA,NA
N88_F6,N88,F6,16.6,10.3,26.3,NA,98.68421053,NA,0.5358,0.1425,0.1353,0.0732,NA,NA
N88_F6,N88,F6,19.1,9.6,27,NA,98.7804878,NA,0.5634,0.0431,0.2423,0.1079,NA,NA
N88_F6,N88,F6,15.1,8.7,29.9,15.9,89.58333333,102.6315789,0.6823,0.2075,0.2181,0.1349,NA,NA
N9_F5,N9,F5,12.8,9.1,25,22.2,100,16.25,0.4996,0.2936,0.2088,0.1951,32.2,31.7
N9_F5,N9,F5,15.3,8.2,30,15.9,108,20.83333333,0.7475,0.2148,0.2764,0.1018,31.2,32.9
N9_F5,N9,F5,12.1,10.7,25.7,37.9,91.30434783,76.47058824,0.5338,0.1928,0.2647,0.0704,NA,NA
N9_F5,N9,F5,10.2,10.2,21.1,42.7,87.5,22.91666667,0.2223,0.1672,0.0506,0.0815,NA,NA
N97_F5,N97,F5,14,8.4,29.4,24.5,84.46601942,19.35483871,1.0495,0.2639,0.2331,0.0521,NA,NA
N97_F5,N97,F5,16.3,8.8,33.1,13.5,91.37931034,19.44444444,0.8283,0.3026,0.178,0.1007,NA,NA
N97_F5,N97,F5,11.6,8.2,22.6,24.7,82.43243243,17.31843575,1.0572,0.2594,0.2141,0.0969,NA,NA
N97_F5,N97,F5,12.2,9.1,28.4,23.2,89.0625,64,0.3488,0.2588,0.0738,0.0793,NA,NA
N98_F5,N98,F5,13.8,10.2,29.6,17,96,-16.86746988,0.3915,0.2299,0.1199,0.1972,31.2,33.8
N98_F5,N98,F5,13.9,11.2,23.8,32.3,90.66666667,66.15384615,0.1288,0.2504,0.0446,0.1442,28.7,35.1
N98_F5,N98,F5,15.4,10.4,30.1,8.4,93.63636364,51.66666667,0.5931,0.2051,0.2611,0.1564,NA,NA
N98_F5,N98,F5,10,8.4,11.9,21.8,88,92.85714286,0.3752,0.1737,0.1533,0.0961,NA,NA
N99_F5,N99,F5,11.7,8.3,27.5,32.6,100,-28.57142857,0.6262,0.2174,0.2242,0.1222,31.7,33.7
N99_F5,N99,F5,13.3,7.9,31.7,26.7,104.587156,67.44186047,0.4467,0.1982,0.1443,0.1189,30.6,34.2
N99_F5,N99,F5,11.1,8.3,34.2,NA,101.1494253,NA,0.6154,0.1593,0.2761,0.1017,NA,NA
N99_F5,N99,F5,11.8,7.9,24.1,27.7,82.14285714,36.84210526,0.5854,0.1744,0.2151,0.0842,NA,NA